ds,yhat,yhat_lower,yhat_upper
2019-08-08,54.21797322067771,44.085065238044585,64.50216489312005
2019-08-09,54.49908458188849,43.56024546642581,63.907159144985236
2019-08-12,55.5933659589137,45.389644751067685,65.77806574981416
2019-08-13,55.880512038722095,46.694606490104505,65.9677140793349
2019-08-14,56.17812167689735,46.409802622077,66.06051995778893
2019-08-15,56.518742624268626,46.16574856363816,66.50543636350727
2019-08-16,56.93379008907448,47.11867011750694,67.36325032069334
2019-08-19,58.26858835688419,48.212618162266466,68.77896649891734
2019-08-20,58.57161399329454,48.57888772067893,69.1445326071864
2019-08-21,58.849297308416794,47.51516731699899,68.61994221364655
2019-08-22,59.1330790937462,49.66505614329277,69.06734908164597
2019-08-23,59.45404716144139,49.70513971433217,69.00137552808343
2019-08-26,60.29177301294189,50.14613848214802,71.14243800544142
2019-08-27,60.364218738362005,50.60782647364993,69.99730008478367
2019-08-28,60.38402896383474,49.496551634191995,70.23424503878486
2019-08-29,60.38668108110172,50.65117775878022,70.42644465129838
2019-08-30,60.40781678066274,50.405270664310294,70.19330698978942
2019-09-03,60.03510871818634,50.07731425731116,70.52439849971307
2019-09-04,59.740700310578454,49.84277060033838,70.32122907568969
2019-09-05,59.44263642982328,49.77333550661569,70.01534013547007
2019-09-06,59.18165471199222,48.76681255798747,68.95067670130237
2019-09-09,58.36877732094065,48.88566551613341,68.22855089001197
2019-09-10,57.95310748419686,48.05056958649213,68.28043647499551
2019-09-11,57.529537387151436,47.49829386899445,67.75328966254875
2019-09-12,57.14051441602156,47.08066427084972,67.62259555056023
2019-09-13,56.827615791432756,47.083737764045125,67.03684612336718
2019-09-16,56.090179622018354,46.633886537701386,66.84784718925556
2019-09-17,55.77203382292502,46.047322475313464,65.67657153265317
2019-09-18,55.47815116799498,45.69604749669065,65.71764465279499
2019-09-19,55.24768689398572,44.92576391627885,65.42555365084895
2019-09-20,55.11845236546832,45.55997503838549,65.7501771182377
2019-09-23,55.03986042927688,45.01741396367586,64.46205797298032
2019-09-24,54.96202367220673,45.08774402453443,64.74907227790638
2019-09-25,54.91103617827913,45.031807914328695,65.55057094937408
2019-09-26,54.92153265619341,44.8017730747325,65.50508700001139
2019-09-27,55.02703041878151,45.39291522394757,64.86019059546639
2019-09-30,55.577483626698964,46.014864294934405,65.18081848933959
2019-10-01,55.673891476712186,45.07904731020172,65.37565708200235
2019-10-02,55.77552547362283,45.28815133840804,65.75847466165168
2019-10-03,55.91552332782589,46.02143302746972,65.89490327181602
2019-10-04,56.12649061201077,45.43906785963416,66.17103625131975
2019-10-07,56.84864319086207,47.436775961081565,67.73807558729405
2019-10-08,56.956557022909585,46.88390263871893,67.22943890017532
2019-10-09,57.04928108564306,47.764959893937714,67.4724028648506
2019-10-10,57.16202055040135,47.18161499080515,67.11719921916551
2019-10-11,57.32975511121687,46.83668841881684,67.82237454532651
2019-10-14,57.853149621713456,47.20835933080717,67.52317913113221
2019-10-15,57.881202094167136,46.74117151095522,68.42304223466064
2019-10-16,57.89194648429171,47.140900714344525,67.07823673636727
2019-10-17,57.92324135334702,46.95375934520455,67.54355825055382
2019-10-18,58.012527724151745,47.33397835550454,67.51511194867591
2019-10-21,58.33926517245069,48.65266175504189,69.0032503791773
2019-10-22,58.320014362145756,48.81386893055497,68.9390609094072
2019-10-23,58.29440532813611,49.22584039116319,68.14747195591444
2019-10-24,58.30086503370705,48.20627669117012,68.90539681019378
2019-10-25,58.377060219955936,48.13853101208325,67.67516043746635
2019-10-28,58.73256692596921,48.036208331490556,68.3971468213168
2019-10-29,58.74344431649886,48.995774149148225,69.09000767433005
2019-10-30,58.7566347916432,48.23926239069753,69.10929275190423
2019-10-31,58.80938680687257,48.840638004207925,68.87706487014933
2019-11-01,58.93811023718197,48.5856220628024,69.2275267389627
2019-11-04,59.4758817768969,49.40072182422485,69.07177224074549
2019-11-05,59.55175023509328,49.13935671583214,69.64488934759035
2019-11-06,59.63031591591689,49.7017117051355,69.70323961879481
2019-11-07,59.7480075257401,49.284103337017015,69.84222545408473
2019-11-08,59.94059163021956,49.520830765022595,70.09448736747404
2019-11-11,60.659852205623345,50.53504022431055,70.00527024383047
2019-11-12,60.79256533992047,51.148971486959596,71.23628121438693
2019-11-13,60.92642092241566,51.14764531045481,72.00645325942659
2019-11-14,61.098213063705316,51.38024896075296,71.01376551863386
2019-11-15,61.34416748829833,51.68766654819613,71.64184079449599
2019-11-18,62.22439512451231,51.86269670231282,71.78418487042025
2019-11-19,62.412738844025114,52.653292372936846,73.13897543121938
2019-11-20,62.60389271526837,52.221631746820655,72.87463952214738
